country,year,yield_curve_slope,credit_gdp_2y_diff,cpi_2y_growth,debt_service_ratio,consumption_growth,investment_2y_diff,debt_gdp_2y_diff,money_gdp_2y_diff,stocks_2y_growth,ca_gdp_2y_diff,household_loans_2y_diff,business_loans_2y_diff,house_price_2y_growth
Australia,1874,0.15331700000000037,0.3070637130042131,4.918032141897433,-1.073006607224225,11.254652942787025,1.15219,3.940199999999999,-2.5481953765394803,22.001213234328176,-5.394573991204191,-0.1477941391001719,0.45485785210439,16.92307685643484
Australia,1875,-0.09267499999999984,2.0566037904381522,8.19670712174334,14.366207705393453,10.38316458925519,3.5577800000000006,9.099499999999999,1.7767783316148145,10.511173955816066,1.5151472689369172,0.008307464034376915,2.048296326403773,20.63492059776133
Australia,1876,-0.034091999999999345,2.840820131427341,4.687499414062568,15.553272291609389,5.746900221761697,2.5917899999999996,-3.5815999999999986,3.2031919402834896,5.3428200157868755,-0.2987871261562851,0.09892730674951013,2.7418928246778327,-7.894736911743849
Australia,1877,-0.1111500000000003,5.626194107076849,4.545454545454541,22.659297968113012,-1.7625899358629127,4.936959999999998,-5.759500000000001,4.2714972645997715,5.467625886758065,-2.0328690796076727,0.2514855161557303,5.374708590921118,-7.894736911743849
Australia,1878,-0.35719999999999974,5.189782751451438,1.492513254625294,30.45012060733956,7.072399026180776,1.3263200000000004,1.4345999999999997,1.9693284488465357,1.430615238798394,-2.8037485486789,0.2516425286545336,4.938140222796905,12.857142980275249
Australia,1879,-0.2966500000000005,-1.4961257783121962,-4.347826086956519,5.553763384032173,5.162944002266778,-4.842499999999999,3.284200000000001,-1.316419514629652,-17.053205953632034,0.9750687974395961,0.09558509960411006,-1.591710877916308,15.714285864780875
Australia,1880,-0.2905920000000002,-5.583090459634532,-5.882330103803546,-29.529085135613762,-3.354771411229651,-0.4668599999999995,4.935999999999999,0.5936220077100596,-5.218617849054241,5.265502126735364,0.020907126817039205,-5.603997586451576,-2.531645591103582
Australia,1881,-0.9185000000000003,1.2008294196358849,-4.545454545454541,-0.49926642092985585,4.787604452609839,5.083689999999999,2.326799999999998,4.550424260052621,30.427631451227665,-2.0587742448139816,0.18960118390077083,1.0112282357351177,-4.938271645809323
Australia,1882,-0.6779084000000002,10.415632577003947,0.0,41.40984473778169,4.604316555226573,0.40543000000000107,1.0338000000000014,5.709978639509444,25.297619113102687,-8.15660588618713,0.2619151729491868,10.153717404054758,4.285714340439806
Australia,1883,-0.6831830000000005,5.954737553485323,12.6984,27.987266501381015,2.973915939802585,-2.522249999999998,0.8708000000000021,0.8977092422281785,19.54602768557143,-0.7634728721592682,0.14347178598190236,5.8112657675034205,8.571428506752943
